primaryName,birthYear,deathYear,primaryProfession
Jean Louis Nieuwbourg,\N,\N,"production_manager,producer,location_management"
Jack Sojka,1964,\N,"producer,production_manager,writer"
Paul Raimondi,\N,\N,"cinematographer,director,producer"
Peter Atherton,1974,\N,"location_management,miscellaneous,actor"
Scott Getzinger,1965,2012,"art_department,writer,camera_department"
Brian Cox,1946,\N,"actor,soundtrack,director"
Bob Shaw,\N,\N,"production_designer,art_department,art_director"
Ray McCort,\N,\N,"miscellaneous,visual_effects,stunts"
Philip D. Schwartz,\N,\N,"camera_department,cinematographer,actor"
Marco Black,1970,\N,"production_manager,producer,assistant_director"
Andrew Stanton,1965,\N,"writer,actor,producer"
Marietta Carter-Narcisse,\N,\N,"make_up_department,producer"
Heidi Kneisl,\N,\N,"actress,art_department,set_decorator"
Yvon Sarray,\N,\N,actor
Morgana Rae,\N,\N,actress
Nicholas Kamenos,\N,\N,actor
FranÃ§ois Dagenais,\N,\N,"cinematographer,camera_department"
FranÃ§ois Dagenais,\N,\N,"make_up_department,special_effects,producer"
Marco Sacerdoti,1958,\N,camera_department
AndrÃ© Gailhard,1885,1966,composer
Robbi Hinds,\N,\N,"camera_department,visual_effects,cinematographer"
Russell Yuen,1965,\N,"actor,stunts,soundtrack"
Suju Vijayan,\N,\N,"producer,director,writer"
Oliver Brzoska,\N,\N,"miscellaneous,assistant_director,production_manager"
Niall Byrne,\N,\N,"composer,music_department"
ÃÅlvaro Curiel,1973,\N,"director,assistant_director,writer"
Kaizad Gustad,1968,\N,"director,writer,miscellaneous"
Jason Gondek,\N,\N,"miscellaneous,art_department,actor"
Igor Meglic,\N,\N,"camera_department,cinematographer,assistant_director"
Travis Price,1968,2015,"visual_effects,animation_department,art_department"
Jonny Vasic,\N,\N,"producer,production_manager,miscellaneous"
Klaus Christian Schreiber,1959,\N,"actor,director,writer"
PÃ©ter Politzer,1974,\N,"editor,director,writer"
Jim Michaels,1965,\N,"producer,visual_effects,miscellaneous"
Grant Viklund,\N,\N,"visual_effects,animation_department,production_manager"
Tom Delmar,1963,\N,"stunts,assistant_director,actor"
Geoff Marslett,\N,\N,"actor,producer,director"
Brent Crowell,\N,\N,"assistant_director,production_manager,director"
Steven Nevius,1970,\N,"editor,editorial_department,sound_department"
Hilary Benson,\N,\N,"producer,production_manager,miscellaneous"
Penny Segal,\N,\N,"producer,miscellaneous,production_manager"
Howard Bernstein,1966,\N,"producer,soundtrack,miscellaneous"
LÃ¡szlÃ_ KovÃ¡cs,1933,2007,"cinematographer,camera_department,director"
Matthew Irving,1971,\N,"cinematographer,writer,camera_department"
Eric Alan Edwards,1953,\N,"cinematographer,camera_department,actor"
Tom Fillingham,\N,\N,"camera_department,cinematographer"
Jean-Marc FÃ©lio,1953,\N,"producer,production_manager,director"
Travis Davis,1968,2009,"actor,director,producer"
Betsy Thomas,1966,\N,"producer,writer,director"
Bobbie Phillips,1968,\N,"actress,producer,writer"
Leesa Castaneda,1969,\N,actress
Alec Von Bargen,1972,\N,"actor,miscellaneous"
Ellen Wheeler,1961,\N,"producer,director,actress"
Jayant,1915,1975,actor
Jayant,1949,\N,actor
Michael Perry,\N,\N,"production_designer,art_department,art_director"
Marc Sadeghi,\N,\N,"visual_effects,editorial_department,producer"
Michael Derbas,\N,\N,"producer,camera_department,actor"
Harry Shannon,\N,\N,"soundtrack,music_department,actor"
Jay Sandrich,1932,\N,"director,assistant_director,producer"
Gregory Ruzzin,1964,\N,"director,producer,actor"
Darrin Klimek,\N,\N,"actor,producer,director"
Brett Miller,\N,\N,"actor,producer"
Gulshan Grover,1955,\N,"actor,music_department"
Carl R. Botefuhr,1925,1996,actor
Mark Frost,1953,\N,"writer,producer,miscellaneous"
Mark Frost,1968,\N,actor
Halina Dobrowolska,1929,2016,"production_designer,art_director,art_department"
Halina Dobrowolska,1930,1999,actress
Thom Tierney,\N,\N,actor
Larry D. Horricks,1960,\N,"camera_department,assistant_director,visual_effects"
Roger Bondelli,\N,\N,"editor,editorial_department,producer"
Marie Nardella,\N,\N,"make_up_department,art_department"
Kurt Hall,\N,\N,"camera_department,editorial_department,visual_effects"
George Tarrant,1955,\N,sound_department
Mikael Salomon,1945,\N,"director,cinematographer,producer"
Robert Bolt,1924,1995,"writer,director,actor"
Dave Kluft,1968,\N,producer
Laurent Herbiet,1961,\N,"assistant_director,writer,director"
Radan Popovic,\N,\N,"cinematographer,camera_department,actor"
Ian Gilmour,1955,\N,"director,actor,producer"
David McKail,1938,\N,actor
Craig Campobasso,\N,\N,"casting_director,casting_department,producer"
Sheri Bylander,\N,\N,"editor,editorial_department,producer"
Adina Shore,1971,\N,"make_up_department,camera_department,miscellaneous"
Antoine Beau,\N,\N,"assistant_director,production_manager,producer"
Jill Footlick,\N,\N,"production_manager,producer,miscellaneous"
Aure Atika,1970,\N,"actress,director,writer"
Tasma Walton,1973,\N,actress
Jeffrey Kaplan,\N,\N,"sound_department,music_department,camera_department"
Tia Texada,1971,\N,actress
Vince Corazza,1972,\N,actor
Murilo Salles,1950,\N,"cinematographer,director,writer"
Steve Arnold,1953,\N,"production_designer,art_director,art_department"
Pazz Neglia,\N,\N,"assistant_director,stunts,miscellaneous"
Michael Grady,\N,\N,"cinematographer,camera_department"
Michael Grady,\N,\N,camera_department
Joanne Ottaviano,\N,\N,make_up_department
Peter Lance,\N,\N,"writer,producer,miscellaneous"
Mikko Nousiainen,1938,2011,actor
Mikko Nousiainen,1975,\N,"actor,soundtrack"
Don Kirshner,1934,2011,"music_department,producer,composer"
Bo Svenson,1941,\N,"actor,producer,director"
Jeremy Benning,1974,\N,"cinematographer,camera_department,producer"
Jennifer Ann Henry,1973,2017,"camera_department,cinematographer,actress"
Roel ReinÃ©,1969,\N,"director,producer,cinematographer"
Carol Goldwasser,1957,\N,"casting_director,casting_department,miscellaneous"
Peter Thomas,1959,2006,sound_department
Daniel A. Valverde,1961,\N,"editor,editorial_department,actor"
Shawn Murphy,1948,\N,"music_department,sound_department,soundtrack"
TyRuben Ellingson,\N,\N,"art_department,visual_effects,animation_department"
Emily Ferry,\N,\N,art_department
Tom Tangen,1961,\N,"miscellaneous,actor,producer"
Jan Lipsansky,1968,\N,"writer,director,miscellaneous"
Mark Roper,1958,\N,"assistant_director,director,writer"
Patti Podesta,\N,\N,"production_designer,art_department,miscellaneous"
Marco Guidone,1966,\N,"producer,assistant_director,miscellaneous"
Bob Brooks,\N,\N,"editor,editorial_department,camera_department"
Lance W. Dreesen,\N,\N,"writer,producer,director"
Adam Hackbarth,1973,\N,"miscellaneous,actor,writer"
Bart DeFinna,\N,\N,actor
Aaron Griffith,\N,\N,"casting_director,casting_department,executive"
Bo Kane,\N,\N,actor
Bob Kane,1915,1998,"writer,miscellaneous,art_department"
Drew Wood,\N,\N,actor
Drew Wood,1976,\N,actor
Charlotte Fontijn,\N,\N,"miscellaneous,actress,assistant_director"
Frederick Howard,\N,\N,"sound_department,music_department,producer"
Jonathan Short,1959,2006,"art_department,art_director"
Lisa C. Satriano,\N,\N,"assistant_director,producer,director"
Tiffany Smith,\N,\N,"visual_effects,producer,production_manager"
Jeff Wolfe,\N,\N,"stunts,assistant_director,actor"
Helene Egelund,1965,\N,actress
Dick Vosburgh,1929,2007,"writer,actor,miscellaneous"
Ronald Shore,\N,\N,"producer,actor,casting_department"
Frank Petzold,\N,\N,"visual_effects,special_effects"
Tom P. Murphy,1951,\N,actor
Robert Dassanowsky,1956,\N,"producer,miscellaneous,actor"
Paul Roer,\N,\N,art_department
Peter Hanrahan,\N,\N,"editorial_department,miscellaneous,producer"
Casey Cannon,\N,\N,"visual_effects,producer,writer"
Rea Tajiri,1958,\N,"director,writer,producer"
Tamara Johnson,\N,\N,"sound_department,music_department,producer"
Glenn Dreher,\N,\N,assistant_director
Ricard Casals,\N,\N,"sound_department,composer"
Kenny Hotz,1967,\N,"writer,producer,director"
Debbie Rochon,1968,\N,"actress,producer,writer"
Lyn Pinezich,\N,\N,"production_manager,location_management,producer"
Gabriel Figueroa,1907,1997,"cinematographer,camera_department"
Verne Nobles,1938,\N,"writer,producer,director"
Vern Nobles,\N,\N,"camera_department,cinematographer,assistant_director"
David Acord,\N,\N,"sound_department,actor,miscellaneous"
Nicolas Amiache,\N,\N,"assistant_director,production_manager"
John Ian Briody,\N,\N,"miscellaneous,assistant_director"
Neil Cedar,\N,\N,"sound_department,actor,miscellaneous"
Jean-Pierre Duret,1953,\N,"sound_department,director,writer"
Abi FeijÃ_,1956,\N,"director,producer,editor"
Peter Freeman,\N,\N,"assistant_director,casting_department,production_manager"
John Frick,\N,\N,"art_director,art_department,production_designer"
Goran Gajic,1962,\N,"director,actor,writer"
Giel van Geloven,1972,\N,"sound_department,music_department,manager"
Gabriel Guy,1976,\N,"sound_department,music_department"
E.B. Hughes,1968,\N,"director,writer,producer"
Nicholas Vincent Korda,\N,\N,"sound_department,editorial_department,music_department"
Nikolas Korda,\N,\N,"assistant_director,production_manager,producer"
Peter F. Kurland,\N,\N,"sound_department,producer,miscellaneous"
Cliff Latimer,\N,\N,"sound_department,miscellaneous,editorial_department"
Bey Logan,1963,\N,"actor,producer,writer"
Mark Lombardo,1949,\N,"producer,production_manager,actor"
Gerard McCann,\N,\N,"music_department,sound_department,soundtrack"
AndrÃ© Ã˜vredal,\N,\N,"director,writer,producer"
PÃ©ter PalÃ¡tsik,\N,\N,"assistant_director,director,writer"
Klaus Peintner,\N,\N,sound_department
Doug Pope,\N,\N,"sound_department,cinematographer,editor"
Will Ralston,\N,\N,"sound_department,editorial_department,writer"
Hansl Schulder,\N,\N,writer
Philip Sgriccia,\N,\N,"producer,director,editor"
Anne Sirois,\N,\N,"assistant_director,miscellaneous,producer"
Eduardo Soto-Falcon,\N,\N,"director,writer,editor"
David B. Thompson,\N,\N,"editor,editorial_department,actor"
Dick Ziker,1940,\N,"stunts,assistant_director,actor"
Elmo Weber,\N,\N,"sound_department,soundtrack,composer"
Adam Greenberg,1939,\N,"cinematographer,camera_department,miscellaneous"
Frank Loesser,1910,1969,"soundtrack,music_department,actor"
Kenny Davis,1940,2016,actor
Erik Svane,\N,\N,actor
Nick Gillard,1959,\N,"stunts,actor,assistant_director"
Alfonso Gomez-Rejon,\N,\N,"producer,director,assistant_director"
James William Newport,\N,\N,"production_designer,art_director,actor"
Ã‚ngelo AntÃ´nio,1964,\N,"actor,producer"
Ã‚ngelo AntÃ´nio,1939,1983,actor
Cindy Geppi,1967,\N,actress
Meg Thalken,1954,\N,actress
Tom Scorza,\N,\N,writer
Donald E. Thorin,1934,2016,"cinematographer,camera_department,assistant_director"
Fidel Castro,1926,2016,actor
Eric Mises-Rosenfeld,\N,\N,visual_effects
Jacques Tati,1907,1982,"writer,actor,director"
Carla S. Nemec,\N,\N,"art_department,miscellaneous"
Pamela Scott Arnold,\N,\N,"editor,editorial_department,music_department"
Bob Sarles,1957,\N,"editor,producer,editorial_department"
Georges Corraface,1952,\N,"actor,producer,writer"
Curtis Choy,\N,\N,"sound_department,director,cinematographer"
Quentin Lee,\N,\N,"producer,director,editor"
Sharon Smith Holley,\N,\N,"visual_effects,editorial_department,production_manager"
Thomas Duval,\N,\N,"visual_effects,miscellaneous"
Marc Pollon,\N,\N,"editorial_department,editor"
Edward Terry,\N,\N,"actor,writer,art_department"
Laura Marolakos,\N,\N,"costume_department,costume_designer"
Suzan Derkson,\N,\N,"assistant_director,producer,production_manager"
James R. Bagdonas,1951,\N,"cinematographer,camera_department,director"
Pino Ammendola,1951,\N,"actor,writer,director"
AndrÃ© Kaminski,1985,\N,actor
Pamela Bowman,\N,\N,actress
Lynn Marie Latham,\N,\N,"writer,producer,miscellaneous"
Lynn Latham,\N,\N,"actress,casting_department,miscellaneous"
Judy Herrera,\N,\N,"actress,miscellaneous"
Maria Herrera,1969,\N,actress
Anne Hathaway,1982,\N,"actress,soundtrack,producer"
Xavier Grobet,1964,\N,"cinematographer,camera_department,actor"
Mark Allen,\N,\N,"sound_department,music_department,miscellaneous"
Oliver Driscoll,1974,\N,"camera_department,actor,miscellaneous"
Fabiomassimo Dell'Orco,1964,\N,"production_manager,location_management,producer"
Paul Curtis,1970,\N,"cinematographer,visual_effects,producer"
Paul Hipp,1963,\N,"actor,soundtrack,composer"
Joel Kramer,1957,\N,"stunts,assistant_director,actor"
Martijn Veltman,\N,\N,"camera_department,director,writer"
Steven Wren,\N,\N,"assistant_director,location_management,producer"
Peter Menich,\N,\N,"visual_effects,miscellaneous,animation_department"
Adam Belanoff,1962,\N,"producer,writer,miscellaneous"
Terry Chapman,\N,\N,"special_effects,miscellaneous"
Liz Radley,\N,\N,"visual_effects,camera_department,miscellaneous"
Chris Blackwood,1972,\N,"stunts,actor"
Stephen Butcher,1946,\N,"director,producer,actor"
Anne Francis,1930,2011,"actress,soundtrack"
Sharon Farber,\N,\N,"composer,music_department,actress"
Cristine Rose,1951,\N,actress
Oak O'Connor,\N,\N,"assistant_director,producer,art_director"
Clifton Collins Jr.,1970,\N,"actor,producer,director"
Alex Thomson,1929,2007,"cinematographer,camera_department,visual_effects"
Jeff Lass,\N,\N,"composer,soundtrack,music_department"
Bryan Handy,\N,\N,"actor,miscellaneous"
Margaret Booth,1898,2002,"editor,editorial_department,producer"
Nargis,1929,1981,actress
Raj Kapoor,1924,1988,"actor,producer,director"
Matt Bellner,1969,\N,"miscellaneous,actor,assistant_director"
Nadia Bjorlin,1980,\N,"actress,soundtrack"
Michael Stearns,1940,\N,actor
Tamara Torres,1979,\N,"actress,miscellaneous,make_up_department"
Tamara Torres,\N,\N,location_management
David T. Anderson,\N,\N,"art_department,camera_department"
Jason Board,1965,\N,special_effects
Buddy Bregman,1930,2017,"producer,director,music_department"
Alexandra Adi,1971,\N,actress
Ken Kelsch,\N,\N,"cinematographer,actor,camera_department"
Gavin Hood,1963,\N,"actor,producer,director"
Jonathon E. Salzman,\N,\N,"camera_department,cinematographer"
George Miller,1943,\N,"director,producer,writer"
George Miller,1945,\N,"producer,writer,director"
Shane Salerno,1972,\N,"writer,producer,music_department"
Dirk Ahner,1973,\N,"writer,camera_department,director"
Shirley Knight,1936,\N,"actress,producer,soundtrack"
Larry Fine,1902,1975,"actor,soundtrack,writer"
Danny B. Harvey,\N,\N,"composer,soundtrack,actor"
Richard Milward,\N,\N,"editor,editorial_department,miscellaneous"
John A. Aiello,\N,\N,"casting_director,casting_department"
Angie Luckey,\N,\N,"editorial_department,sound_department,actress"
Eric Le Roy,1962,\N,"actor,assistant_director"
Phil Judd,1953,\N,"music_department,composer,soundtrack"
Phil Judd,1948,\N,"sound_department,actor,director"
Michel Trouillard,\N,\N,sound_department
Sarah Robinson,\N,\N,"costume_department,art_department,miscellaneous"
Karl Denham,\N,\N,"visual_effects,director,cinematographer"
Henning Lohner,1961,\N,"composer,director,writer"
Patrick Ramsay,\N,\N,"sound_department,producer,miscellaneous"
Jean-Luc Dinsdale,1971,\N,"visual_effects,camera_department,cinematographer"
Caroline Hutchings,\N,\N,"costume_designer,costume_department,casting_director"
Michiel Snijders,1972,\N,"producer,writer,animation_department"
Asher Ettinger,\N,\N,"composer,music_department,soundtrack"
Rachel Dixon,\N,\N,producer
Lawrence R. Leritz,1962,\N,"actor,miscellaneous,producer"
Brian Bowles,\N,\N,"sound_department,miscellaneous"
David Rawlins,\N,\N,"editor,editorial_department,director"
Luke Freeborn,\N,\N,"art_director,art_department,production_designer"
Robert B. Weide,1959,\N,"producer,director,writer"
John Lanza,\N,\N,"producer,miscellaneous,production_manager"
Rekha,1954,\N,"actress,music_department,soundtrack"
Hrithik Roshan,1974,\N,"actor,music_department,soundtrack"
Tristan Oliver,\N,\N,"cinematographer,camera_department,actor"
David Potischman,\N,\N,actor
Laura M. Grody,\N,\N,"editorial_department,editor,actress"
Brian Daly,\N,\N,writer
Diane Kirman,\N,\N,"producer,casting_department,assistant_director"
Mitchell Rose,\N,\N,"director,editor,producer"
David S. Warner,\N,\N,"camera_department,cinematographer"
Michael Barrett,1970,\N,"cinematographer,camera_department,director"
Richard Roth,1940,2017,"producer,actor"
Richard A. Roth,\N,\N,
Alain Goldman,\N,\N,"producer,writer,actor"
Craig Haagensen,\N,\N,"camera_department,assistant_director,cinematographer"
Kam Heskin,1973,\N,"actress,soundtrack"
Nick Pearson,\N,\N,camera_department
Valerie Mayhew,\N,\N,"producer,miscellaneous,writer"
Elsa Saladin,\N,\N,"actress,casting_department"
Beatrice Pettovich,\N,\N,"assistant_director,location_management,camera_department"
Caveh Zahedi,1960,\N,"director,writer,producer"
Roger Ashton-Griffiths,1957,\N,"actor,director,writer"
Lisa Jakub,1978,\N,"actress,producer"
Michael Roberds,1964,2016,"actor,producer,writer"
Terry Odem,\N,\N,"producer,miscellaneous,actress"
Donald Vetick,1962,\N,camera_department
Attila Szalay,1961,\N,"cinematographer,camera_department"
Roger Guyett,\N,\N,"visual_effects,assistant_director,actor"
Roshan,1917,1967,"composer,soundtrack,music_department"
Rakesh Roshan,1949,\N,"actor,producer,director"
Merle Bertrand,\N,\N,"assistant_director,camera_department,producer"
Fred Williamson,1938,\N,"actor,director,producer"
Tom Wolfe,1930,2018,"writer,actor,miscellaneous"
Antonio L. Ballesteros,1910,\N,"cinematographer,camera_department"
Stanley Myers,1933,1993,"composer,music_department,soundtrack"
Robert Lyon Rasner,1978,\N,"actor,writer,miscellaneous"
Ron Petruccione,\N,\N,"special_effects,stunts"
Robert David Hall,1947,\N,"actor,soundtrack,miscellaneous"
Gary Graver,1938,2006,"cinematographer,director,camera_department"
Martin Fischer,\N,\N,"camera_department,transportation_department,miscellaneous"
Bruce Woloshyn,1964,\N,"visual_effects,actor,editorial_department"
John Dykstra,1947,\N,"visual_effects,producer,assistant_director"
Franka Potente,1974,\N,"actress,soundtrack,director"
Heather Scobie,\N,\N,"camera_department,producer,miscellaneous"
Jim McConnell,\N,\N,"stunts,actor"
Pierpaolo Tiano,\N,\N,"composer,actor,music_department"
Antoine de Caunes,1953,\N,"actor,soundtrack,director"
Emma de Caunes,1976,\N,"actress,director,writer"
Jean-Jacques Vanier,\N,\N,actor
Michael Kamen,1948,2003,"soundtrack,music_department,composer"
Wojciech Kilar,1932,2013,"composer,soundtrack,music_department"
Michael Broomberg,\N,\N,sound_department
Jerome R. Vitucci,\N,\N,"sound_department,miscellaneous"
Helmi SirkiÃ_,1981,\N,"actress,director,writer"
Michael Selditch,1966,\N,"producer,director,writer"
Jason Kaplan,1969,\N,"sound_department,editorial_department"
Teri Kennedy,\N,\N,"producer,director,camera_department"
Chris Dowell,\N,\N,"production_manager,editorial_department,visual_effects"
Charles Blackman,1928,2016,make_up_department
David J. Barker,1962,\N,"special_effects,art_department"
Mark Kadlec,\N,\N,"miscellaneous,actor,assistant_director"
Adam Scott,1973,\N,"actor,producer,director"
Steven E. Hoffman,1969,\N,producer
Frank Walsh,\N,\N,"art_director,art_department,production_designer"
Rodney Glenn,\N,\N,"sound_department,editorial_department,miscellaneous"
William F. Reynolds,\N,\N,"art_department,set_decorator,special_effects"
John Curcio,\N,\N,"sound_department,producer,writer"
Steven M. Stern,1967,\N,"composer,music_department,soundtrack"
Dan Wool,\N,\N,"composer,music_department,soundtrack"
Paula P-Orridge,\N,\N,actress
Jerry D. O'Donnell,\N,\N,"actor,director,writer"
Jerry O'Donnell,\N,\N,actor
Curtis Smith,\N,\N,"camera_department,actor"
Curtis Smith,1974,\N,"assistant_director,miscellaneous,actor"
Carrie Urzua,\N,\N,camera_department
Kathy Wittes,1971,\N,actress
Mark Neveldine,1973,\N,"actor,director,writer"
Jonathan Levit,1971,\N,"actor,miscellaneous,producer"
Ed Solomon,1960,\N,"writer,producer,actor"
Brian Hamill,\N,\N,"camera_department,actor,producer"
Paul Barge,1890,1960,actor
Louis Irving,1950,2016,"cinematographer,camera_department,director"
Balasubramaniam S.P.,1946,\N,"music_department,soundtrack,actor"
Taraka Rama Rao Nandamuri,1923,1996,"actor,director,producer"
Kajol,1974,\N,"actress,soundtrack"
Edida Nageshwara Rao,\N,2015,"producer,actor"
Larry Adlon,1967,\N,"visual_effects,animation_department,composer"
Rich Robinson,\N,\N,art_department
Rich Robinson,1961,\N,"producer,miscellaneous"
Gerry Robert Byrne,\N,\N,"production_manager,actor,producer"
Brian Gunter,\N,\N,"camera_department,cinematographer"
Beau Holden,1960,\N,"transportation_department,miscellaneous,actor"
Mike McGowan,1973,\N,"camera_department,cinematographer"
Philip Wilson,\N,\N,miscellaneous
Jeff Rafner,\N,\N,"production_manager,producer,assistant_director"
Dharmendra,1935,\N,"actor,producer,miscellaneous"
Karan Kapoor,\N,\N,"actor,camera_department,miscellaneous"
Kunal Kapoor,1959,\N,"actor,producer"
Prithviraj Kapoor,1906,1972,"actor,director"
Shammi Kapoor,1931,2011,"actor,director"
Shashi Kapoor,1938,2017,"actor,producer,assistant_director"
Rajesh Khanna,1942,2012,"actor,music_department,producer"
Rajesh Roshan,\N,\N,"composer,soundtrack,music_department"
Sridevi,1963,2018,"actress,music_department,producer"
Mia Farrell,1966,\N,"miscellaneous,editorial_department"
Elio Quiroga,\N,\N,"producer,writer,director"
Martin Sharpe,\N,\N,"editor,editorial_department,sound_department"
Larry Ruppel,\N,\N,"animation_department,visual_effects"
Evan Green-Hughes,\N,\N,"special_effects,visual_effects"
Fiachra Trench,1941,\N,"music_department,soundtrack,composer"
Askia Won-Ling Jacob,\N,\N,"costume_department,miscellaneous,actor"
Dan Sharp,1958,\N,"sound_department,producer"
Bernard Weiser,\N,\N,"sound_department,editor,editorial_department"
Peter Lhotka,1962,\N,"producer,production_manager,art_department"
Joel Hladecek,\N,\N,"visual_effects,writer"
Felix Werner,1966,\N,"producer,miscellaneous,location_management"
Sebastian DeVicente,\N,\N,actor
Thorsten Schmidt,1969,\N,"director,actor,writer"
Csaba ErÃ¶s,1959,\N,"sound_department,miscellaneous,actor"
Arthur Cohn,1927,\N,"producer,production_manager,executive"
Jean Boyer,1901,1965,"writer,director,soundtrack"
Greg Kozikowski,\N,\N,"visual_effects,miscellaneous"
Clare Kramer,1974,\N,"producer,actress,writer"
Dirk Piepenbring,\N,\N,"production_manager,location_management,assistant_director"
Peter Heller,\N,\N,"producer,manager,miscellaneous"
Rachel Kennedy,\N,\N,actress
Rachel Davey,\N,\N,actress
George Verschoor,\N,\N,"producer,miscellaneous,director"
Jean-Louis Trintignant,1930,\N,"actor,writer,director"
Akkineni Nageshwara Rao,1923,2014,"actor,producer,miscellaneous"
Heinz RÃ_hmann,1902,1994,"actor,producer,soundtrack"
Sailaja S.P.,\N,\N,"music_department,soundtrack,miscellaneous"
E.V.V. Satyanarayana,\N,2011,"director,writer,producer"
Satyanarayana Kaikala,1935,\N,"actor,producer"
Somayajulu J.V.,1928,2004,actor
Srinivasa Rao Kota,1944,\N,"actor,music_department"
Veerendranath Yandamoori,\N,\N,"writer,director,actor"
Subhalekha Sudhakar,\N,\N,"actor,miscellaneous"
Nutan Prasad,1945,2011,actor
Potti Prasad,\N,\N,actor
Margaret Mitchell,\N,\N,"miscellaneous,location_management,producer"
Mitch Engel,1958,\N,"producer,production_manager,miscellaneous"
Jennifer Lyne,\N,\N,"location_management,writer,producer"
Vic Goss,\N,\N,"camera_department,cinematographer,art_department"
Victor Goss,\N,\N,"cinematographer,camera_department,writer"
K.V. Mahadevan,1917,2001,"composer,music_department,soundtrack"
Joe Milazzo,1924,2010,actor
Cheryl Ann Nick,1962,\N,make_up_department
Tracy McKnight,\N,\N,"music_department,miscellaneous,actress"
Bethany Scott,\N,\N,"costume_designer,costume_department"
Johannes Weuthen,\N,\N,"editor,editorial_department"
Kevin Mendonca,1976,\N,"producer,editorial_department,miscellaneous"
Bruno Ganz,1941,\N,"actor,director,cinematographer"
Juhi Chawla,1967,\N,"actress,producer,music_department"
Rick King,\N,\N,"director,writer,producer"
Fiona Jackson,\N,\N,"stunts,producer,actress"
Simon de La Brosse,1965,1998,actor
Amanda Kravat,1966,\N,"soundtrack,actress,composer"
Gordon Lightfoot,1938,\N,"soundtrack,actor,music_department"
Ana Vaz da Silva,\N,\N,"actress,art_department,production_designer"
Michael Swiney,1959,\N,actor
Steve Sessions,\N,\N,"composer,director,writer"
Van Johnson,1916,2008,"actor,soundtrack"
Greg De Belles,\N,\N,"music_department,composer,soundtrack"
Ron Hannah,\N,\N,composer
David Reynolds,\N,\N,"music_department,composer,soundtrack"
Geary McLeod,\N,\N,"cinematographer,camera_department,director"
JirÃ_ Svoboda,1945,\N,"director,writer,actor"
Gregory M. Edgar,\N,\N,"art_department,miscellaneous"
Dietmar Fischer,\N,\N,"production_manager,producer,location_management"
Michael Heinkel,\N,\N,"composer,music_department,soundtrack"
Gina Nuccio,\N,\N,"music_department,manager,sound_department"
Patrick Allombert,\N,\N,"camera_department,cinematographer,miscellaneous"
Isidor Torkar,\N,\N,"actor,miscellaneous"
Red Murphy,1964,\N,transportation_department
Patricia Chica,\N,\N,"director,producer,miscellaneous"
Kathleen Tonkin,\N,\N,"special_effects,executive,stunts"
Timothy Kiley,\N,\N,"camera_department,cinematographer,editor"
Richard Bullock,\N,\N,"production_manager,producer,miscellaneous"
Adam Doench,\N,\N,"assistant_director,miscellaneous,producer"
Terry Maher,\N,\N,"cinematographer,camera_department,writer"
Yakov Tolchan,1901,1993,"cinematographer,camera_department"
Ross Adams,\N,\N,"sound_department,editorial_department,actor"
Jason Alexander,1959,\N,"actor,writer,soundtrack"
David Copperfield,1956,\N,"director,producer,writer"
Neal Acree,1974,\N,"composer,music_department,soundtrack"
Paul Diamond,\N,\N,"writer,miscellaneous,producer"
John Watkin,\N,\N,"producer,director,writer"
Pip Mushin,1963,\N,"actor,miscellaneous,producer"
Aiden Shaw,1966,\N,actor
Pat Sandys,1926,2000,"producer,actress,writer"
Brenda Kincaid,\N,\N,visual_effects
Liz Ryan,\N,\N,"assistant_director,production_manager,producer"
Daniel J. Heffner,1956,\N,"producer,production_manager,assistant_director"
Tim Ritter,\N,\N,art_department
Sarah Cawley,\N,\N,"cinematographer,camera_department,actress"
Nick Abdo,1950,\N,"producer,director,miscellaneous"
Mario Serandrei,1907,1966,"editor,writer,assistant_director"
Catherine Avril Morris,1976,\N,"casting_department,actress"
Michal Struss,1975,\N,"animation_department,director,visual_effects"
Francesca Galesi,\N,\N,"miscellaneous,director,writer"
Micheline Garant,\N,\N,"producer,production_manager,miscellaneous"
Annika HellstrÃ¶m,\N,\N,"miscellaneous,producer"
Thomas Merker,1958,\N,"cinematographer,camera_department,director"
Gianfranco Barbagallo,1961,\N,"producer,production_manager,miscellaneous"
Vanessa Williams,1963,\N,"actress,producer,soundtrack"
Darren Shahlavi,1972,2015,"actor,stunts,miscellaneous"
David Blair,\N,\N,"director,producer,production_manager"
John Clement,\N,\N,"camera_department,cinematographer,miscellaneous"
Holger Seidel,\N,\N,"camera_department,cinematographer"
Derek Gleeson,\N,\N,"composer,music_department"
Gregory Middleton,\N,\N,"cinematographer,camera_department,director"
Ann Christman,\N,\N,"miscellaneous,costume_department,set_decorator"
Paul Jacobsen,1942,\N,"camera_department,cinematographer,miscellaneous"
Carl Mahakian,1926,2015,"editorial_department,sound_department,producer"
Michael McGowan,1946,2008,"camera_department,cinematographer"
Mindy Miller,1963,\N,"miscellaneous,actress,producer"
Pamela Parker,\N,\N,"miscellaneous,writer"
Tom Sito,1956,\N,"art_department,animation_department,director"
Florence Fouquier D'Herouel,\N,\N,make_up_department
Ben Hernandez Bray,\N,\N,"stunts,actor,assistant_director"
Walter Murch,1943,\N,"sound_department,editor,editorial_department"
David Lloyd Wilson,\N,\N,actor
Matt Granger,1972,\N,"miscellaneous,actor,camera_department"
George Jesse,1975,\N,"director,editor,producer"
Elton MacPherson,\N,\N,"miscellaneous,location_management,production_manager"
